727060005	ACC	-0.55752766	4.0181475	8.887542
727060014	ACC	-0.50009996	4.0037904	8.911469
727060024	ACC	-0.50488555	4.008576	8.930613
727060033	ACC	-0.48095736	4.03729	8.930613
727060043	ACC	-0.46660042	4.0420756	8.9210415
727060052	ACC	-0.45702913	4.0420756	8.911469
727060062	ACC	-0.46660042	3.9655054	8.949755
727060071	ACC	-0.50488555	3.9367914	9.045467
727060081	ACC	-0.5623133	3.9415772	9.093325
727060090	ACC	-0.5814559	3.9367914	9.131609
727060100	ACC	-0.5288138	3.9750767	9.083753
727060109	ACC	-0.4426722	3.9511483	8.964112
727060119	ACC	-0.41874397	3.9655054	8.897113
727060128	ACC	-0.39481574	3.92722	8.820542
727060138	ACC	-0.34217364	3.9224346	8.772686
727060147	ACC	-0.3469593	3.9367914	8.743972
727060157	ACC	-0.39960137	3.9655054	8.772686
727060166	ACC	-0.4139583	3.9655054	8.830113
727060176	ACC	-0.40917268	3.9415772	8.87797
727060185	ACC	-0.45224348	3.9655054	8.916255
727060195	ACC	-0.46660042	3.9798622	8.906684
727060204	ACC	-0.46181476	3.9798622	8.9210415
727060214	ACC	-0.4235296	3.9894335	8.940184
727060223	ACC	-0.41874397	4.008576	8.940184
727060233	ACC	-0.4139583	4.013362	8.964112
727060242	ACC	-0.44745782	4.013362	8.973683
727060252	ACC	-0.4331009	4.0325046	8.98804
727060261	ACC	-0.39960137	4.0181475	8.978469
727060271	ACC	-0.40438703	4.0181475	8.964112
727060280	ACC	-0.4139583	4.0181475	8.944969
727060290	ACC	-0.45224348	3.970291	8.949755
727060299	ACC	-0.43788654	3.9894335	8.95454
727060309	ACC	-0.4139583	3.9894335	8.95454
727060318	ACC	-0.43788654	3.9798622	8.949755
727060328	ACC	-0.40917268	3.9942193	8.911469
727060337	ACC	-0.3804588	3.984648	8.892327
727060347	ACC	-0.40917268	3.9942193	8.887542
727060356	ACC	-0.3900301	3.984648	8.901898
727060366	ACC	-0.37567315	3.9990048	8.925827
727060375	ACC	-0.38524446	4.0037904	8.95454
727060385	ACC	-0.4235296	4.0181475	8.95454
727060394	ACC	-0.40917268	3.9990048	8.916255
727060404	ACC	-0.3804588	3.9750767	8.854042
727060413	ACC	-0.3804588	3.9798622	8.787043
727060423	ACC	-0.4235296	3.9894335	8.777472
727060432	ACC	-0.42831525	3.9990048	8.810971
727060442	ACC	-0.39960137	3.984648	8.911469
727060451	ACC	-0.37088752	3.9750767	8.98804
727060461	ACC	-0.38524446	3.9655054	9.016754
727060470	ACC	-0.3900301	3.955934	9.016754
727060480	ACC	-0.39481574	3.9655054	8.983254
727060489	ACC	-0.3900301	3.9511483	8.930613
