727604499	ACC	1.8305093	2.295315	9.131609
727604518	ACC	1.9262222	2.3383858	9.145967
727604537	ACC	1.9405792	2.25703	9.131609
727604556	ACC	1.9597218	2.3862424	9.155538
727604575	ACC	1.6965113	2.2857437	9.327821
727604594	ACC	1.820938	2.2522442	9.519247
727604613	ACC	2.1511476	2.3144577	9.54796
727604632	ACC	2.184647	2.3862424	9.409177
727604651	ACC	2.0602202	2.3383858	9.404391
727604670	ACC	1.8257236	2.2139592	9.399606
727604689	ACC	1.7060826	2.094318	9.538389
727604708	ACC	1.8448663	2.0847468	9.619745
727604726	ACC	2.0075781	2.161317	9.418748
727604745	ACC	2.0171494	2.1948166	9.184252
727604764	ACC	1.9549361	2.1565313	9.078967
727604783	ACC	1.8113668	2.0895324	9.122038
727604802	ACC	1.8592232	2.0991037	9.169894
727604821	ACC	2.0602202	2.14696	9.246465
727604840	ACC	2.050649	2.1852453	9.25125
727604859	ACC	1.9262222	2.2474587	9.303893
727604878	ACC	1.820938	2.204388	9.500104
727604897	ACC	1.8927227	2.1996021	9.7298155
727604916	ACC	1.9645073	2.2713869	9.686745
727604935	ACC	1.8640088	2.2761726	9.605389
727604954	ACC	1.7922242	2.2618155	9.591031
727604973	ACC	1.7874385	2.2905295	9.509675
727604992	ACC	1.7635103	2.3288147	9.31825
727605011	ACC	1.8065811	2.3192434	9.342177
727605030	ACC	1.7156538	2.3431716	9.332606
727605049	ACC	1.5672989	2.324029	9.313464
727605068	ACC	1.6390835	2.3192434	9.308679
727605087	ACC	1.7730815	2.352743	9.227323
727605106	ACC	1.8113668	2.3575284	9.208179
727605125	ACC	1.8592232	2.3431716	9.31825
727605144	ACC	1.8400806	2.295315	9.433105
727605163	ACC	1.8975084	2.3001008	9.413962
727605182	ACC	1.8783658	2.3336003	9.366106
727605201	ACC	1.9118652	2.3288147	9.303893
727605220	ACC	1.8927227	2.3144577	9.404391
727605239	ACC	1.98365	2.324029	9.452248
727605258	ACC	1.9166509	2.3575284	9.31825
727605277	ACC	1.6630118	2.3048863	9.198608
727605296	ACC	1.605584	2.2618155	9.667602
727605484	ACC	2.1750758	2.3336003	8.791828
727605494	ACC	2.2468605	2.25703	8.715259
727605503	ACC	2.7972097	2.4197419	8.375478
727605513	ACC	3.1082766	2.4340987	8.160124
727605522	ACC	3.1896327	2.4293132	8.327621
727605532	ACC	3.3284163	2.4197419	8.327621
727605541	ACC	3.6011982	2.4101706	8.370692
727605551	ACC	3.7304106	2.3575284	8.42812
727605560	ACC	3.9840498	2.3144577	8.442476
727605570	ACC	4.098905	2.295315	8.274979
727605579	ACC	3.979264	2.4675984	7.9926257
727605589	ACC	3.912265	2.74038	7.8921275
727605598	ACC	3.8548372	2.6829524	7.451848
727605608	ACC	3.9074793	2.7068806	7.179066
727605617	ACC	3.926622	2.7930222	7.2987075
727605627	ACC	4.208975	2.7116663	7.4470625
727605636	ACC	4.35733	2.5106692	7.13121
727605646	ACC	3.7447674	2.8695927	7.0689964
727605655	ACC	3.4432719	3.094518	6.9445696
727605665	ACC	3.912265	2.984448	6.786643
727605674	ACC	4.5726843	2.8313074	6.494719
727605684	ACC	4.4578285	2.7595227	5.8390856
727605693	ACC	4.476971	2.6015964	5.604589
727605703	ACC	4.237689	2.6590242	5.642874
727605712	ACC	4.304688	2.6590242	5.738587
727605722	ACC	4.4195433	2.5154548	6.0975103
727605731	ACC	4.6971107	2.1852453	6.288936
727605741	ACC	4.941179	1.9746768	6.073582
727605750	ACC	5.716453	1.9842482	5.6763735
727605760	ACC	7.520642	1.7066808	5.279165
727605769	ACC	2.821138	2.5872395	4.484748
727605779	ACC	4.3094735	3.2333016	3.699902
727605788	ACC	5.7930236	2.6925237	2.5465615
727605798	ACC	5.515456	1.9363917	2.3886352
727605807	ACC	5.4819565	2.0512471	2.4029922
727605817	ACC	5.515456	1.9411774	2.7475586
727605826	ACC	6.0801625	1.3286148	3.135196
727605836	ACC	6.558727	0.9314062	3.1686954
727605845	ACC	6.7645097	0.8500503	3.1974092
727605855	ACC	6.960721	0.75912297	3.2165518
727605864	ACC	7.204789	0.5341976	2.996412
727605874	ACC	7.4919276	0.32362926	2.690131
727605883	ACC	7.84128	0.093918286	2.4029922
727605893	ACC	8.300702	-0.04965107	2.0344975
727605902	ACC	8.803194	-0.19800608	1.6181463
727605912	ACC	8.965906	-0.29850462	1.1730813
727605921	ACC	8.889337	-0.35593235	0.53659046
727605931	ACC	8.7984085	-0.4229314	-0.15254244
727605940	ACC	8.812766	-0.52342993	-0.76510507
727605950	ACC	9.037691	-0.65264237	-1.2436695
727605959	ACC	9.473185	-0.79142606	-1.4015958
727605969	ACC	10.147961	-0.90149593	-1.3106686
